transaction_date,day_of_week,city,lat,long,transaction_type,description,detailed_notes,category,subcategory,amount_USD,amount_ARS,ARS/USD,Questions
3/29/24,Friday,Bolson,-41.9649,-71.5353,cash,4 beers at lago,4 beers at lago,Entertainment,Alcohol,15.11,16000.00,,usd estimate
3/29/24,Friday,Bolson,-41.9649,-71.5353,cash,panchos and morw beers,panchos and morw beers,Entertainment,Alcohol,16.99,18000.00,,usd estimate
3/29/24,Friday,Bolson,-41.9649,-71.5353,credit,LOS LUPULOS,dinner,Dining,,40.46,38000.00,,
3/29/24,Friday,Bolson,-41.9649,-71.5353,credit,LA AN NIMA SUC018,snacks,Snacks,,48.02,45099.70,,
3/29/24,Friday,Chalten,-49.3315,-72.8863,credit,MERCPAGO*TAQSAPASAJES,bus to chalten,Transportation,,307.21,,,
3/30/24,Saturday,Chalten,-49.3315,-72.8863,credit,WWW.HOSTELWORLD.COM,deposit hostel,Accommodation,Hostel,19.03,,,
3/30/24,Saturday,Bolson,-41.9649,-71.5353,cash,meals and yoga and wine,meals and yoga and wine,Dining,,37.76,40000.00,,usd estimate
3/30/24,Saturday,Bolson,-41.9649,-71.5353,cash,hostel bolson,hostel bolson,Accommodation,Hostel,89.69,95000.00,,usd estimate
3/31/24,Sunday,Chalten,-49.3315,-72.8863,cash,bus luggage tips,bus luggage tips,Transportation,,0.94,1000.00,,usd estimate
3/31/24,Sunday,Bolson,-41.9649,-71.5353,cash,taxi to bus in bolson,taxi to bus in bolson,Transportation,,3.02,3200.00,,usd estimate
3/31/24,Sunday,Bolson,-41.9649,-71.5353,cash,snacks on long bus journey,snacks on long bus journey,Snacks,,6.56,6950.00,,usd estimate
3/31/24,Sunday,Chalten,-49.3315,-72.8863,credit,MERCADOPAGO*EMILIAPAS1942,chica ramen,Dining,,30.88,29000.00,,
3/31/24,Sunday,Chalten,-49.3315,-72.8863,credit,MERCADOPAGO*LACERVECE1942,lunch and beers,Dining,,33.22,31200.00,,
3/31/24,Sunday,Chalten,-49.3315,-72.8863,credit,BOURBON,burger bourbon,Dining,,35.14,33000.00,,
4/1/24,Monday,Chalten,-49.3315,-72.8863,cash,,beers,Entertainment,Alcohol,4.15,4400.00,,exclude mep cal
4/1/24,Monday,Chalten,-49.3315,-72.8863,credit,LA WAFLERIA EL CHALTEN,waffle lunch,Dining,,25.02,23500.00,939.25,
4/1/24,Monday,Chalten,-49.3315,-72.8863,credit,BOURBON,dinner,Dining,,50.04,47000.00,939.25,
4/1/24,Monday,Buenos Aires,-34.6037,-58.3816,debit,rent,rent mid arp to mid may,Accommodation,Rent,500.00,,0.00,
4/2/24,Tuesday,Chalten,-49.3315,-72.8863,cash,,tip at ramen,Dining,,2.83,3000.00,,exclude mep cal
4/2/24,Tuesday,Chalten,-49.3315,-72.8863,credit,MERCADOPAGO*LOMITERIA1942,lunch,Dining,,28.11,26400.00,939.17,
4/2/24,Tuesday,Chalten,-49.3315,-72.8863,credit,BOURBON,alc,Entertainment,Alcohol,29.81,28000.00,939.28,
4/2/24,Tuesday,Chalten,-49.3315,-72.8863,credit,MERCADOPAGO*EMILIAPAS1942,ramen,Dining,,47.91,45000.00,939.26,
4/2/24,Tuesday,Chalten,-49.3315,-72.8863,cash,,2 night stay chalten,Accommodation,Hostel,83.08,88000.00,,exclude mep cal
4/3/24,Wednesday,Chalten,-49.3315,-72.8863,cash,,tip at waffle place,Dining,,0.94,1000.00,,exclude mep cal
4/3/24,Wednesday,Chalten,-49.3315,-72.8863,cash,,musician tip,Misc,,0.98,1040.00,,exclude mep cal
4/3/24,Wednesday,Chalten,-49.3315,-72.8863,cash,,waffle place tip,Dining,,1.89,2000.00,,exclude mep cal
4/3/24,Wednesday,Chalten,-49.3315,-72.8863,cash,,chips,Snacks,,3.02,3200.00,,exclude mep cal
4/3/24,Wednesday,Chalten,-49.3315,-72.8863,cash,,snackadoos,Snacks,,6.04,6400.00,,exclude mep cal
4/3/24,Wednesday,Chalten,-49.3315,-72.8863,credit,MERCADOPAGO*SUPERMERC1942,groc,Groceries,,8.02,7536.30,939.69,
4/3/24,Wednesday,Chalten,-49.3315,-72.8863,cash,,reserve wine,Entertainment,Alcohol,10.39,11000.00,,exclude mep cal
4/3/24,Wednesday,Calafate,-50.338,-72.2648,credit,WWW.HOSTELWORLD.COM,hostel,Accommodation,Hostel,14.77,,,
4/3/24,Wednesday,Chalten,-49.3315,-72.8863,credit,LA WAFLERIA EL CHALTEN,b waffles,Dining,,18.10,17000.00,939.23,
4/3/24,Wednesday,Chalten,-49.3315,-72.8863,credit,BOURBON,alc,Entertainment,Alcohol,18.74,16000.00,853.79,
4/3/24,Wednesday,Chalten,-49.3315,-72.8863,cash,,pizza place dinner,Dining,,35.88,38000.00,,exclude mep cal
4/3/24,Wednesday,Chalten,-49.3315,-72.8863,cash,,una oche mas chalten,Accommodation,Hostel,47.20,50000.00,,exclude mep cal
4/3/24,Wednesday,Chalten,-49.3315,-72.8863,cash,,two more nights in chalten,Accommodation,Hostel,94.41,100000.00,,exclude mep cal
4/4/24,Thursday,Chalten,-49.3315,-72.8863,cash,,music and food tip,Dining,,2.83,3000.00,,exclude mep cal
4/4/24,Thursday,Chalten,-49.3315,-72.8863,credit,BOURBON,post hike drank,Entertainment,Alcohol,44.49,41500.00,932.79,
4/5/24,Friday,Calafate,-50.338,-72.2648,credit,DROGUER*FARMACIA DE,farmacy,Health,,11.50,10700.00,930.43,
4/5/24,Friday,Calafate,-50.338,-72.2648,cash,,alc,Entertainment,Alcohol,15.20,16100.00,,exclude mep cal
4/5/24,Friday,Chalten,-49.3315,-72.8863,credit,LA WAFLERIA EL CHALTEN,breakfast,Dining,,34.31,32000.00,932.67,
4/5/24,Friday,Calafate,-50.338,-72.2648,cash,,bus to calafate,Transportation,,45.32,48000.00,,exclude mep cal
4/5/24,Friday,Calafate,-50.338,-72.2648,credit,MERCADOPAGO*NAKELYENU1942,hostel,Accommodation,Hostel,73.36,68425.00,932.73,
4/6/24,Saturday,Calafate,-50.338,-72.2648,cash,,nose ring,Misc,,3.30,3500.00,,exclude mep cal
4/6/24,Saturday,Calafate,-50.338,-72.2648,cash,,laundry,Health,,5.66,6000.00,,exclude mep cal
4/6/24,Saturday,Calafate,-50.338,-72.2648,cash,,coffee,Snacks,Coffee,6.61,7000.00,,exclude mep cal
4/6/24,Saturday,Calafate,-50.338,-72.2648,cash,,worst meal in patagonia,Dining,,20.49,21700.00,,exclude mep cal
4/6/24,Saturday,Calafate,-50.338,-72.2648,credit,MERCADOPAGO*ELCOIRON 1942,farmacy,Health,,21.13,19660.00,930.43,
4/6/24,Saturday,Calafate,-50.338,-72.2648,credit,MARTIN S CASTRO,lunch,Dining,,29.45,27400.00,930.39,
4/6/24,Saturday,Calafate,-50.338,-72.2648,credit,ARTE INDIO,souvenirs,Misc,,62.34,58000.00,930.38,
4/6/24,Saturday,Calafate,-50.338,-72.2648,credit,always glaciers,glacier tour,Excursion,,96.73,90000.00,930.42,
4/7/24,Sunday,Calafate,-50.338,-72.2648,credit,MERCADOPAGO*ELCOIRON 1942,alc,Entertainment,Alcohol,13.11,12200.00,930.59,
4/7/24,Sunday,Calafate,-50.338,-72.2648,credit,NATIVOS DE LA PATAGONI,alc,Entertainment,Alcohol,22.57,,0.00,
4/7/24,Sunday,Calafate,-50.338,-72.2648,credit,NATIVOS DE LA PATAGONI,alc,Entertainment,Alcohol,25.80,,0.00,
4/7/24,Sunday,Calafate,-50.338,-72.2648,credit,CERV PATAG EL CALAFATE,dinner,Dining,,44.34,41250.00,930.31,
4/7/24,Sunday,Calafate,-50.338,-72.2648,cash,,boat ride glacier,Excursion,,63.73,67500.00,,exclude mep cal
4/8/24,Monday,Buenos Aires,-34.6037,-58.3816,credit,RAPPIPRO,monthly rappi,Misc,,3.22,,0.00,
4/8/24,Monday,Puerto Natales,-51.7269,-72.5068,credit,HOSTAL ALCAZAR,late night wine,Entertainment,Alcohol,12.84,,0.00,
4/8/24,Monday,Puerto Natales,-51.7269,-72.5068,credit,WWW.HOSTELWORLD.COM,hostel,Accommodation,Hostel,15.94,,0.00,
4/8/24,Monday,Puerto Natales,-51.7269,-72.5068,credit,AHUM L367 M.BULNES 599,farmacy,Health,,24.71,,0.00,
4/8/24,Monday,Calafate,-50.338,-72.2648,credit,MERCADOPAGO*NAKELYENU1942,hostel,Accommodation,Hostel,36.77,34212.00,930.43,
4/8/24,Monday,Puerto Natales,-51.7269,-72.5068,credit,COMERCIAL LA GUANACA E.I.,pizza dinner,Dining,,59.17,,0.00,
4/8/24,Monday,Puerto Natales,-51.7269,-72.5068,credit,PLAT 10 TRAS AUTOMOTOR,bus to pn,Transportation,,62.34,58000.00,930.38,
4/8/24,Monday,Puerto Natales,-51.7269,-72.5068,credit,HOSTAL ALCAZAR,hostel,Accommodation,Hostel,104.87,,0.00,
4/9/24,Tuesday,Puerto Natales,-51.7269,-72.5068,credit,BOTILLERIA BLANCO ENCALAD,snax,Snacks,,7.59,,0.00,
4/9/24,Tuesday,Puerto Natales,-51.7269,-72.5068,credit,EL VERGEL,,Entertainment,Alcohol,10.08,,0.00,
4/9/24,Tuesday,Puerto Natales,-51.7269,-72.5068,credit,DINAS BURGER FOOD FACTORY,bfast,Dining,,18.89,,0.00,
4/9/24,Tuesday,Puerto Natales,-51.7269,-72.5068,credit,COMERCIAL PATAGONICOS SPA,drinks,Entertainment,Alcohol,24.51,,0.00,
4/9/24,Tuesday,Puerto Natales,-51.7269,-72.5068,credit,SumUp * LONG POSADA LI,mex place,Dining,,31.25,,0.00,
4/10/24,Wednesday,Punta Arenas,-53.1634,-70.9078,credit,MP *M.I.M. SPA,alc,Entertainment,Alcohol,10.29,,0.00,
4/10/24,Wednesday,Puerto Natales,-51.7269,-72.5068,credit,VERA Y GOMEZ LIMITADA,,Dining,,14.87,,0.00,
4/10/24,Wednesday,Punta Arenas,-53.1634,-70.9078,credit,BUS SUR,bus,Transportation,,22.56,,0.00,
4/10/24,Wednesday,Punta Arenas,-53.1634,-70.9078,credit,MP *COMERCIAL RODRIGU,drinks,Entertainment,Alcohol,24.95,,0.00,
4/10/24,Wednesday,Punta Arenas,-53.1634,-70.9078,credit,PUNTA ARENAS,mesita grande,Dining,,65.96,,0.00,
4/11/24,Thursday,Punta Arenas,-53.1634,-70.9078,credit,EMPORIO OKUSA,snax,Snacks,,13.14,,0.00,
4/11/24,Thursday,Punta Arenas,-53.1634,-70.9078,credit,CERVECERIA AUSTRAL,dinner,Dining,,22.31,,0.00,
4/11/24,Thursday,Punta Arenas,-53.1634,-70.9078,credit,CAFETERIA WAKE UP,bfast,Dining,,22.76,,0.00,
4/11/24,Thursday,Ushuaia,-54.8019,-68.303,credit,COMERCIALIZADORA DE ALIME,sushi,Groceries,,22.94,,0.00,
4/11/24,Thursday,Punta Arenas,-53.1634,-70.9078,credit,OLE TAPAS Y COPAS,alc,Entertainment,Alcohol,28.02,,0.00,
4/11/24,Thursday,Ushuaia,-54.8019,-68.303,credit,BUS SUR,bus to ush,Transportation,,103.67,,0.00,
4/12/24,Friday,Ushuaia,-54.8019,-68.303,credit,GRUT 84,bus terminal food,Dining,,35.36,33000.00,933.26,
4/12/24,Friday,Ushuaia,-54.8019,-68.303,credit,AIRBNB HMHTQ4FWBT,airbnb ush,Accommodation,Airbnb,305.75,,0.00,
4/13/24,Saturday,Buenos Aires,-34.6037,-58.3816,credit,WWW CLARO.COM 7834,phone plan extra,Misc,,0.75,,0.00,
4/13/24,Saturday,Buenos Aires,-34.6037,-58.3816,credit,WWW CLARO.COM 7834,mothly phone,Misc,,4.02,,0.00,
4/13/24,Saturday,Ushuaia,-54.8019,-68.303,credit,ANA &amp; JUANA 7206,bfast,Dining,,16.29,15200.00,933.09,
4/13/24,Saturday,Ushuaia,-54.8019,-68.303,credit,LA AN NIMA SUC 075,groc,Groceries,,49.67,46357.60,933.31,
4/13/24,Saturday,Ushuaia,-54.8019,-68.303,credit,PATAGONIA USHUAIA,patagonia brew,Entertainment,Alcohol,59.35,55385.00,933.19,
4/13/24,Saturday,Buenos Aires,-34.6037,-58.3816,credit,JETSMARTUYEC000000000000-,flight home,Transportation,,263.44,,0.00,
4/14/24,Sunday,Ushuaia,-54.8019,-68.303,cash,,bar tip,Entertainment,Alcohol,1.89,2000.00,,exclude mep cal
4/14/24,Sunday,Ushuaia,-54.8019,-68.303,credit,ALAKUSH,place where we bought cola and they wouldn’t let us eat our sandwiches,Snacks,,4.93,,0.00,
4/14/24,Sunday,Ushuaia,-54.8019,-68.303,credit,FIAMBRES DEL DUENDE,alc,Entertainment,Alcohol,7.61,7099.00,932.85,
4/14/24,Sunday,Ushuaia,-54.8019,-68.303,cash,,media luna and coffee,Dining,,8.50,9000.00,,exclude mep cal
4/14/24,Sunday,Ushuaia,-54.8019,-68.303,cash,,alc nd snax,Entertainment,Alcohol,12.65,13400.00,,exclude mep cal
4/14/24,Sunday,Ushuaia,-54.8019,-68.303,cash,,park ticckets,Excursion,,22.66,24000.00,,exclude mep cal
4/14/24,Sunday,Ushuaia,-54.8019,-68.303,cash,,pizza dinner,Dining,,25.58,27100.00,,exclude mep cal
4/14/24,Sunday,Ushuaia,-54.8019,-68.303,credit,MERCADOPAGO*TRANSPORT1942,excursion trans,Excursion,,45.00,42000.00,933.33,
4/15/24,Monday,Ushuaia,-54.8019,-68.303,cash,,pastries,Snacks,,6.56,6950.00,,exclude mep cal
4/15/24,Monday,Ushuaia,-54.8019,-68.303,credit,ANA Y JUANA,café,Snacks,Coffee,11.47,10700.00,932.87,
4/15/24,Monday,Ushuaia,-54.8019,-68.303,credit,PATAGONIA USHUAIA,beer,Entertainment,Alcohol,30.08,28600.00,950.80,
4/15/24,Monday,Ushuaia,-54.8019,-68.303,credit,LA AN NIMA SUC 141,groc,Groceries,,38.30,36412.00,950.70,
4/15/24,Monday,Ushuaia,-54.8019,-68.303,credit,MERCPAGO*TRENDELFINDEL,train fin del mundo,Excursion,,68.58,,0.00,
4/16/24,Tuesday,Ushuaia,-54.8019,-68.303,cash,,transport to train,Transportation,,15.11,16000.00,,exclude mep cal
4/16/24,Tuesday,Ushuaia,-54.8019,-68.303,credit,FIAMBRES DEL DUENDE,snax,Snacks,,20.14,19146.00,950.65,
4/16/24,Tuesday,Ushuaia,-54.8019,-68.303,cash,,natcional park tix,Excursion,,22.66,24000.00,,exclude mep cal
4/17/24,Wednesday,Ushuaia,-54.8019,-68.303,credit,ANA Y JUANA,café,Snacks,Coffee,15.94,15400.00,966.12,
4/17/24,Wednesday,Ushuaia,-54.8019,-68.303,credit,LA AN NIMA SUC 075,alc,Entertainment,Alcohol,18.33,17700.00,965.63,
4/18/24,Thursday,Ushuaia,-54.8019,-68.303,cash,,patagonia bar alc tip,Entertainment,Alcohol,4.72,5000.00,,exclude mep cal
4/18/24,Thursday,Ushuaia,-54.8019,-68.303,cash,,souvenirs,Misc,,9.44,10000.00,,exclude mep cal
4/18/24,Thursday,Ushuaia,-54.8019,-68.303,cash,,transporte to laguna esmeralda,Excursion,,15.11,16000.00,,exclude mep cal
4/18/24,Thursday,Ushuaia,-54.8019,-68.303,credit,SOUVENIR S.A,souvenirs,Misc,,19.51,18600.00,953.36,
4/18/24,Thursday,Ushuaia,-54.8019,-68.303,credit,KIOSCO BETO,alc,Entertainment,Alcohol,25.81,24600.00,953.12,
4/18/24,Thursday,Ushuaia,-54.8019,-68.303,credit,PATAGONIA USHUAIA,beer and souvenirs,Misc,,57.60,54900.00,953.13,
4/18/24,Thursday,Ushuaia,-54.8019,-68.303,credit,HARD ROCK CAFE,buf tends,Dining,,63.82,60830.00,953.15,
4/19/24,Friday,Ushuaia,-54.8019,-68.303,credit,PAYU*AR*UBER 9429,to airport,Transportation,,4.12,3931.00,954.13,
4/19/24,Friday,Buenos Aires,-34.6037,-58.3816,cash,,airplane drinks,Entertainment,Alcohol,7.55,8000.00,,exclude mep cal
4/19/24,Friday,Ushuaia,-54.8019,-68.303,cash,,airport snax,Snacks,,11.33,12000.00,,exclude mep cal
4/19/24,Friday,Buenos Aires,-34.6037,-58.3816,credit,RAPPI ARG S.A.S.,mcdonalds,Dining,,19.04,18148.50,953.18,
4/19/24,Friday,Ushuaia,-54.8019,-68.303,credit,CONFITERIA DEL AEROPUE,airport bfast,Dining,,20.98,,0.00,
4/19/24,Friday,Buenos Aires,-34.6037,-58.3816,credit,PAYU*AR*UBER 9429,back home,Transportation,,24.50,23353.00,953.18,
4/20/24,Saturday,Buenos Aires,-34.6037,-58.3816,cash,,sprites,Snacks,,1.60,1700.00,,exclude mep cal
4/20/24,Saturday,Buenos Aires,-34.6037,-58.3816,cash,,bread store,Groceries,,3.83,4060.00,,exclude mep cal
4/20/24,Saturday,Buenos Aires,-34.6037,-58.3816,cash,,ice cream,Snacks,,5.00,5300.00,,exclude mep cal
4/20/24,Saturday,Buenos Aires,-34.6037,-58.3816,credit,RAPPI ARG S.A.S.,snax,Snacks,,14.71,14000.46,951.76,
4/20/24,Saturday,Buenos Aires,-34.6037,-58.3816,credit,RAPPI ARG S.A.S.,pizza place,Dining,,20.92,19910.50,951.74,
4/20/24,Saturday,Buenos Aires,-34.6037,-58.3816,cash,,izzy weed,Misc,,22.19,23500.00,,exclude mep cal
4/21/24,Sunday,Buenos Aires,-34.6037,-58.3816,credit,RAPANUI,ice cream,Snacks,,6.52,6200.00,950.92,
4/21/24,Sunday,Buenos Aires,-34.6037,-58.3816,credit,MERPAGO*LASPETUNIAS 1942,dinner w nico,Dining,,28.24,,0.00,
4/21/24,Sunday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,groc,Groceries,,34.65,32976.45,951.70,
4/22/24,Monday,Buenos Aires,-34.6037,-58.3816,cash,,produce,Groceries,,5.09,5390.00,,exclude mep cal
4/22/24,Monday,Buenos Aires,-34.6037,-58.3816,credit,COTO 024 1519,groc,Groceries,,16.25,15460.79,951.43,
4/23/24,Tuesday,Buenos Aires,-34.6037,-58.3816,cash,,bread,Groceries,,0.25,270.00,,exclude mep cal
4/23/24,Tuesday,Buenos Aires,-34.6037,-58.3816,credit,COTO 056 3028,groc,Groceries,,64.68,61549.79,951.60,
4/24/24,Wednesday,Buenos Aires,-34.6037,-58.3816,credit,MERPAGO*BRUTCAFE 1942,café,Snacks,Coffee,7.84,7400.00,943.88,
4/24/24,Wednesday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,groc,Groceries,,26.48,24991.28,943.78,
4/25/24,Thursday,Buenos Aires,-34.6037,-58.3816,cash,,roll de canela,Snacks,,2.83,3000.00,,exclude mep cal
4/25/24,Thursday,Buenos Aires,-34.6037,-58.3816,cash,,uber,Transportation,,4.72,5000.00,,exclude mep cal
4/25/24,Thursday,Buenos Aires,-34.6037,-58.3816,credit,PYU*UBER,uber to paddle,Transportation,,5.98,5678.00,949.50,
4/25/24,Thursday,Buenos Aires,-34.6037,-58.3816,cash,,paddle ball,Entertainment,Sport,9.44,10000.00,,exclude mep cal
4/25/24,Thursday,Buenos Aires,-34.6037,-58.3816,credit,COTO 024 1519,groc,Groceries,,12.57,11928.33,948.95,
4/26/24,Friday,Buenos Aires,-34.6037,-58.3816,cash,,produce,Groceries,,1.70,1800.00,,exclude mep cal
4/26/24,Friday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,groc,Groceries,,12.21,11755.30,962.76,
4/27/24,Saturday,Buenos Aires,-34.6037,-58.3816,cash,,bread,Groceries,,1.09,1150.00,,exclude mep cal
4/27/24,Saturday,Buenos Aires,-34.6037,-58.3816,credit,CINNASCO 8732,café,Snacks,Coffee,7.64,7400.00,968.59,
4/28/24,Sunday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,groc,Groceries,,13.24,12812.32,967.70,
4/29/24,Monday,Buenos Aires,-34.6037,-58.3816,cash,,bread,Groceries,,0.16,170.00,,exclude mep cal
4/29/24,Monday,Buenos Aires,-34.6037,-58.3816,cash,,produce,Groceries,,6.33,6700.00,,exclude mep cal
4/29/24,Monday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,snax,Snacks,,20.10,19455.70,967.95,
4/29/24,Monday,Buenos Aires,-34.6037,-58.3816,cash,,weed,Misc,,21.71,23000.00,,exclude mep cal
4/30/24,Tuesday,Buenos Aires,-34.6037,-58.3816,cash,,produce,Groceries,,6.12,6480.00,,exclude mep cal
4/30/24,Tuesday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,groc,Groceries,,14.51,14058.50,968.88,
5/1/24,Wednesday,Buenos Aires,-34.6037,-58.3816,cash,roll de canela,,Snacks,,1.95,2070.00,,exclude mep
5/1/24,Wednesday,Buenos Aires,-34.6037,-58.3816,debit,rent,Rent mid may to june,Accommodation,Rent,500.00,,,exclude mep
5/2/24,Thursday,Buenos Aires,-34.6037,-58.3816,credit,PYU*UBER,,Transportation,,2.09,2072.00,991.39,
5/2/24,Thursday,Buenos Aires,-34.6037,-58.3816,credit,PYU*UBER,,Transportation,,2.35,2334.00,993.19,
5/2/24,Thursday,Buenos Aires,-34.6037,-58.3816,credit,PYU*UBER,,Transportation,,2.36,2339.00,991.10,
5/2/24,Thursday,Buenos Aires,-34.6037,-58.3816,cash,espresso martini tips,,Entertainment,Alcohol,3.78,4000.00,,exclude mep
5/2/24,Thursday,Buenos Aires,-34.6037,-58.3816,cash,flores para mi amor,,Misc,,3.78,4000.00,,exclude mep
5/2/24,Thursday,Buenos Aires,-34.6037,-58.3816,cash,tip at peruvian place,,Dining,,4.72,5000.00,,exclude mep
5/2/24,Thursday,Buenos Aires,-34.6037,-58.3816,cash,izzys eyebrows,,Misc,,8.21,8700.00,,exclude mep
5/2/24,Thursday,Buenos Aires,-34.6037,-58.3816,credit,BESTIAL,aniv bar,Entertainment,Alcohol,23.37,23200.00,992.73,
5/2/24,Thursday,Buenos Aires,-34.6037,-58.3816,credit,COTO 024 1519,,Groceries,,41.71,40514.71,971.34,
5/2/24,Thursday,Buenos Aires,-34.6037,-58.3816,credit,TIGRE MORADO 9868,ani dinner,Dining,,74.25,73700.00,992.59,
5/3/24,Friday,Buenos Aires,-34.6037,-58.3816,cash,aprites,,Snacks,,2.83,3000.00,,exclude mep
5/3/24,Friday,Buenos Aires,-34.6037,-58.3816,cash,produce,,Groceries,,4.73,5010.00,,exclude mep
5/4/24,Saturday,Buenos Aires,-34.6037,-58.3816,credit,LA PANIGLIA 8419,,Snacks,Coffee,3.41,3400.00,997.07,
5/4/24,Saturday,Buenos Aires,-34.6037,-58.3816,credit,MERPAGO*LEVANDOPAN 1942,breads,Groceries,,8.43,8400.00,996.44,
5/4/24,Saturday,Buenos Aires,-34.6037,-58.3816,credit,DON ARTURO 5747,pizza stuff,Groceries,,9.87,9827.00,995.64,
5/4/24,Saturday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Groceries,,24.32,24223.56,996.03,
5/5/24,Sunday,Buenos Aires,-34.6037,-58.3816,credit,COTO 024 1519,,Groceries,,9.38,9343.61,996.12,
5/5/24,Sunday,Buenos Aires,-34.6037,-58.3816,credit,MERPAGO*BRUTCAFE 1942,,Snacks,Coffee,12.05,12000.00,995.85,
5/6/24,Monday,Buenos Aires,-34.6037,-58.3816,cash,produce,,Groceries,,1.23,1300.00,,exclude mep
5/6/24,Monday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Groceries,,13.04,12988.82,996.08,
5/6/24,Monday,Buenos Aires,-34.6037,-58.3816,credit,COTO SUC 203 4349,,Groceries,,85.23,84897.16,996.09,
5/7/24,Tuesday,Buenos Aires,-34.6037,-58.3816,cash,sprite,,Snacks,,1.13,1200.00,,exclude mep
5/7/24,Tuesday,Buenos Aires,-34.6037,-58.3816,cash,roll de canela,,Snacks,,1.89,2000.00,,exclude mep
5/8/24,Wednesday,Buenos Aires,-34.6037,-58.3816,credit,RAPPIPRO,,Misc,,3.66,,0.00,
5/8/24,Wednesday,Buenos Aires,-34.6037,-58.3816,credit,COTO SUCURSAL 24,,Entertainment,Alcohol,8.31,8090.70,973.61,
5/8/24,Wednesday,Buenos Aires,-34.6037,-58.3816,credit,CRISTO MARCELO J Y CRI,protein pow,Health,,38.97,38300.00,982.81,
5/9/24,Thursday,Buenos Aires,-34.6037,-58.3816,credit,PAYU*AR*UBER 9429,,Transportation,,5.12,4981.00,972.85,
5/9/24,Thursday,Buenos Aires,-34.6037,-58.3816,credit,MERPAGO*LEVANDOPAN 1942,breads,Groceries,,8.21,8000.00,974.42,
5/10/24,Friday,Buenos Aires,-34.6037,-58.3816,cash,elexctiricbill,,Accommodation,Utilities,1.85,2010.00,,exclude mep
5/10/24,Friday,Buenos Aires,-34.6037,-58.3816,credit,PAYU*AR*UBER 9429,,Transportation,,4.42,4307.00,974.43,
5/10/24,Friday,Buenos Aires,-34.6037,-58.3816,cash,produce,,Groceries,,5.44,5900.00,,exclude mep
5/10/24,Friday,Buenos Aires,-34.6037,-58.3816,credit,MERPAGO*BRUTCAFE 1942,,Snacks,Coffee,7.40,7200.00,972.97,
5/10/24,Friday,Buenos Aires,-34.6037,-58.3816,credit,DIA TIENDA 408,,Groceries,,8.59,8365.00,973.81,
5/10/24,Friday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Groceries,,19.07,18567.76,973.66,
5/10/24,Friday,Buenos Aires,-34.6037,-58.3816,credit,DLO*RAPPI 0561,,Dining,,19.90,19247.50,967.21,
5/11/24,Saturday,Buenos Aires,-34.6037,-58.3816,credit,MERPAGO*BRUTCAFE 1942,,Snacks,Coffee,8.58,8300.00,967.37,
5/11/24,Saturday,Buenos Aires,-34.6037,-58.3816,credit,DLO*RAPPI 0561,,Entertainment,Alcohol,15.27,14763.96,966.86,
5/12/24,Sunday,Buenos Aires,-34.6037,-58.3816,cash,roll de canela,,Snacks,,0.51,550.00,,exclude mep
5/12/24,Sunday,Buenos Aires,-34.6037,-58.3816,credit,PAYU*AR*UBER 9429,,Transportation,,5.24,5068.00,967.18,
5/12/24,Sunday,Buenos Aires,-34.6037,-58.3816,cash,coffe abd crossiant,,Snacks,Coffee,6.18,6700.00,,exclude mep
5/12/24,Sunday,Buenos Aires,-34.6037,-58.3816,credit,PAYU*AR*UBER 9429,,Transportation,,6.60,6379.00,966.52,
5/12/24,Sunday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Groceries,,11.61,11227.94,967.09,
5/13/24,Monday,Buenos Aires,-34.6037,-58.3816,credit,DLO*RAPPI 0561,,Snacks,,6.35,6140.02,966.93,
5/14/24,Tuesday,Buenos Aires,-34.6037,-58.3816,credit,CINEMARK PALERMO 3686,,Entertainment,Movies,25.79,25000.00,969.37,
5/14/24,Tuesday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,,Groceries,,53.36,51732.72,969.50,
5/15/24,Wednesday,Buenos Aires,-34.6037,-58.3816,credit,DLO*RAPPI 0561,,Entertainment,Alcohol,6.67,6591.00,988.16,
5/15/24,Wednesday,Buenos Aires,-34.6037,-58.3816,credit,LA PANIGLIA 8419,,Snacks,Coffee,7.36,7200.00,978.26,
5/16/24,Thursday,Buenos Aires,-34.6037,-58.3816,cash,rool de canela,,Snacks,,1.84,2000.00,,exclude mep
5/16/24,Thursday,Buenos Aires,-34.6037,-58.3816,cash,produce,,Groceries,,4.14,4490.00,,exclude mep
5/16/24,Thursday,Buenos Aires,-34.6037,-58.3816,credit,COTO SUCURSAL 24,,Groceries,,13.51,13413.98,992.89,
5/17/24,Friday,Buenos Aires,-34.6037,-58.3816,credit,PAYU*AR*UBER 9429,,Transportation,,3.40,3399.00,999.71,
