transaction_date,day_of_week,city,lat,long,transaction_type,description,detailed_notes,category,subcategory,amount_USD,amount_ARS,ARS/USD,Questions
2/21/24,Wednesday,Buenos Aires,-34.6037,-58.3816,credit,2006 SA,airport beer,Entertainment,Alcohol,4.33,4370.00,,
2/21/24,Wednesday,Buenos Aires,-34.6037,-58.3816,credit,2006 SA,airport beer,Entertainment,Alcohol,4.91,4950.00,,
2/21/24,Wednesday,Buenos Aires,-34.6037,-58.3816,credit,2006 SA,airport beer,Entertainment,Alcohol,5.53,5470.00,,
2/21/24,Wednesday,Buenos Aires,-34.6037,-58.3816,credit,2006 SA,airport beer,Entertainment,Alcohol,6.32,6380.00,,
2/21/24,Wednesday,Buenos Aires,-34.6037,-58.3816,credit,UBER 9429,uber trip,Transportation,,7.79,7859.00,,
2/22/24,Thursday,Buenos Aires,-34.6037,-58.3816,cash,tip at ninina,tip at ninina,Dining,,1.68,2000.00,,estimate usd
2/22/24,Thursday,Buenos Aires,-34.6037,-58.3816,cash,la panigila coffee,la panigila coffee,Snacks,Coffee,2.04,2430.00,,estimate usd
2/22/24,Thursday,Buenos Aires,-34.6037,-58.3816,credit,UBER 9429,uber trip,Transportation,,4.38,4248.00,,
2/22/24,Thursday,Buenos Aires,-34.6037,-58.3816,cash,vino y agua,vino y agua,Entertainment,Alcohol,8.38,10000.00,,estimate usd
2/22/24,Thursday,Buenos Aires,-34.6037,-58.3816,cash,milinga entrance,milinga entrance,Excursion,,8.38,10000.00,,estimate usd
2/22/24,Thursday,Buenos Aires,-34.6037,-58.3816,credit,UBER 9429,uber trip,Transportation,,18.03,17839.00,,
2/22/24,Thursday,Buenos Aires,-34.6037,-58.3816,credit,MERCADOPAGO*NININAHOL1942,lunch,Dining,,24.45,24200.00,,
2/22/24,Thursday,Buenos Aires,-34.6037,-58.3816,credit,AMORES TINTOS 0716,dinner and wine place,Dining,,53.00,51350.00,,
2/23/24,Friday,Buenos Aires,-34.6037,-58.3816,credit,COTO 024 1519,alc,Entertainment,Alcohol,14.18,13737.99,,
2/23/24,Friday,Buenos Aires,-34.6037,-58.3816,credit,ATELIER FUERZA 1458,breakfast,Dining,,16.00,15500.00,,
2/23/24,Friday,Buenos Aires,-34.6037,-58.3816,credit,NOLA 1914,lunch,Dining,,21.66,,,
2/24/24,Saturday,Buenos Aires,-34.6037,-58.3816,cash,taxi with Jeff,taxi with Jeff,Transportation,,0.84,1000.00,,estimate usd
2/24/24,Saturday,Buenos Aires,-34.6037,-58.3816,cash,tip at meat place,tip at meat place,Dining,,2.51,3000.00,,estimate usd
2/24/24,Saturday,Buenos Aires,-34.6037,-58.3816,credit,UBER 9429,uber trip,Transportation,,4.72,4681.00,,
2/24/24,Saturday,Buenos Aires,-34.6037,-58.3816,credit,MERCADOPAGO*ELGALPON 1942,beers,Entertainment,Alcohol,9.07,,,
2/24/24,Saturday,Buenos Aires,-34.6037,-58.3816,credit,MERCADOPAGO*MORETTIGI1942,gin place,Entertainment,Alcohol,10.58,10500.00,,
2/24/24,Saturday,Buenos Aires,-34.6037,-58.3816,cash,dinner at meat place,dinner at meat place,Dining,,24.31,29000.00,,estimate usd
2/25/24,Sunday,Buenos Aires,-34.6037,-58.3816,cash,maracuyá,maracuyá,Groceries,,0.84,1000.00,,estimate usd
2/25/24,Sunday,Buenos Aires,-34.6037,-58.3816,credit,UBER 9429,uber trip,Transportation,,3.59,3558.00,,
2/25/24,Sunday,Buenos Aires,-34.6037,-58.3816,credit,RAPPI ARG S.A.S.,alc,Entertainment,Alcohol,12.33,12241.92,,
2/25/24,Sunday,Buenos Aires,-34.6037,-58.3816,credit,SENSES NEW YORK 7063,breakfast,Dining,,40.20,,,
2/25/24,Sunday,Buenos Aires,-34.6037,-58.3816,credit,REBELION 4167,dinner with ben and s,Dining,,40.40,40100.00,,
2/26/24,Monday,Buenos Aires,-34.6037,-58.3816,cash,produce,produce,Groceries,,4.72,5630.00,,estimate usd
2/26/24,Monday,Buenos Aires,-34.6037,-58.3816,credit,COTO 024 1519,alc,Entertainment,Alcohol,7.59,7403.82,,
2/26/24,Monday,Buenos Aires,-34.6037,-58.3816,credit,RAPPI ARG S.A.S.,chicken place,Dining,,9.31,9244.50,,
2/26/24,Monday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,groceries,Groceries,,13.11,,,
2/27/24,Tuesday,Buenos Aires,-34.6037,-58.3816,cash,body wash,body wash,Health,,1.68,2000.00,,estimate usd
2/27/24,Tuesday,Buenos Aires,-34.6037,-58.3816,cash,vino,vino,Entertainment,Alcohol,4.02,4800.00,,estimate usd
2/27/24,Tuesday,Buenos Aires,-34.6037,-58.3816,credit,COTO SUCURSAL 24,groceries,Groceries,,6.49,6333.99,,
2/27/24,Tuesday,Buenos Aires,-34.6037,-58.3816,cash,produce,produce,Groceries,,8.28,9880.00,,estimate usd
2/27/24,Tuesday,Buenos Aires,-34.6037,-58.3816,credit,CINEMARK PALERMO 3686,movies,Excursion,,10.25,10000.00,,
2/28/24,Wednesday,Buenos Aires,-34.6037,-58.3816,credit,MERCADOPAGO*BRUTCAFE 1942,lunch,Dining,,8.90,8700.00,,
2/28/24,Wednesday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,alc,Entertainment,Alcohol,13.93,13359.85,,
2/28/24,Wednesday,Buenos Aires,-34.6037,-58.3816,credit,RAPPI ARG S.A.S.,pizza place,Dining,,29.71,28494.50,,
3/1/24,Friday,Buenos Aires,-34.6037,-58.3816,cash,produce and bread,produce and bread,Groceries,,0.42,500.00,,usd estimate
3/1/24,Friday,Buenos Aires,-34.6037,-58.3816,credit,MERCADOPAGO*SPORTSHOP1942,workout gloves,Misc,,7.32,7000.00,,
3/1/24,Friday,Buenos Aires,-34.6037,-58.3816,cash,weeds,weeds,Misc,,12.57,15000.00,,usd estimate
3/1/24,Friday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,groceries,Groceries,,13.14,12870.00,,
3/1/24,Friday,Buenos Aires,-34.6037,-58.3816,credit,RAPPI ARG S.A.S.,chicken place,Dining,,14.51,14208.50,,
3/1/24,Friday,Buenos Aires,-34.6037,-58.3816,credit,COTO SUCURSAL 24,alc,Entertainment,Alcohol,23.44,22405.64,,
3/1/24,Friday,Buenos Aires,-34.6037,-58.3816,debit,rent,Mid March to mid April,Accommodation,Rent,300.00,,,
3/2/24,Saturday,Buenos Aires,-34.6037,-58.3816,cash,breqd,breqd,Groceries,,0.29,350.00,,usd estimate
3/2/24,Saturday,Mendoza,-32.8895,-68.8458,credit,WWW.HOSTELWORLD.COM,deposit hostel,Accommodation,Hostel,13.50,,,
3/2/24,Saturday,Mendoza,-32.8895,-68.8458,credit,WWW.HOSTELWORLD.COM,deposit hostel,Accommodation,Hostel,16.80,,,
3/2/24,Saturday,Buenos Aires,-34.6037,-58.3816,credit,RAPPI ARG S.A.S.,snacks,Snacks,,19.60,19191.98,,
3/3/24,Sunday,Buenos Aires,-34.6037,-58.3816,credit,LA PANIGLIA 8419,coffee,Snacks,Coffee,11.54,11300.00,,
3/3/24,Sunday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,alc,Entertainment,Alcohol,15.25,14934.00,,
3/3/24,Sunday,Buenos Aires,-34.6037,-58.3816,credit,RAPPI ARG S.A.S.,pizza place,Dining,,17.86,17488.50,,
3/4/24,Monday,Buenos Aires,-34.6037,-58.3816,cash,bread,bread,Groceries,,0.29,350.00,,usd estimate
3/4/24,Monday,Buenos Aires,-34.6037,-58.3816,credit,RAPPI ARG S.A.S.,chicken place,Dining,,14.78,14208.50,,
3/5/24,Tuesday,Buenos Aires,-34.6037,-58.3816,cash,produce,produce,Groceries,,1.67,1990.00,,usd estimate
3/5/24,Tuesday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,carrefour,Groceries,,28.69,27582.30,,
3/6/24,Wednesday,Buenos Aires,-34.6037,-58.3816,credit,RAPPI ARG S.A.S.,snacks,Snacks,,11.79,10870.78,,
3/6/24,Wednesday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,carrefour,Entertainment,Alcohol,20.67,19604.33,,
3/7/24,Thursday,Buenos Aires,-34.6037,-58.3816,cash,filters and papers,filters and papers,Misc,,1.51,1800.00,,usd estimate
3/7/24,Thursday,Buenos Aires,-34.6037,-58.3816,credit,MERCADOPAGO*BRUTCAFE 1942,ubu,Snacks,Coffee,7.05,6500.00,,
3/7/24,Thursday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,carrefour,Groceries,,23.72,21863.30,,
3/7/24,Thursday,Bariloche,-41.1343,-71.3085,credit,WWW.HOSTELWORLD.COM,deposit hostel,Accommodation,Hostel,33.55,,,
3/8/24,Friday,Buenos Aires,-34.6037,-58.3816,credit,RAPPI PRIME 9973,rappi monthly,Misc,,3.24,,,
3/8/24,Friday,Buenos Aires,-34.6037,-58.3816,credit,COTO 024 1519,coto,Groceries,,34.52,32244.48,,
3/9/24,Saturday,Buenos Aires,-34.6037,-58.3816,cash,bread,bread,Groceries,,0.17,200.00,,usd estimate
3/9/24,Saturday,Buenos Aires,-34.6037,-58.3816,credit,RAPPI ARG S.A.S.,chicken place,Dining,,10.07,9402.50,,
3/9/24,Saturday,Buenos Aires,-34.6037,-58.3816,credit,RAPPI ARG S.A.S.,unkown,Dining,,11.94,,,
3/9/24,Saturday,Buenos Aires,-34.6037,-58.3816,credit,RAPPI ARG S.A.S.,pizza place,Dining,,19.56,18272.50,,
3/10/24,Sunday,Buenos Aires,-34.6037,-58.3816,cash,tip ar beer place,tip ar beer place,Entertainment,Alcohol,1.01,1200.00,,usd estimate
3/10/24,Sunday,Buenos Aires,-34.6037,-58.3816,cash,tip at lunch,tip at lunch,Dining,,1.26,1500.00,,usd estimate
3/10/24,Sunday,Buenos Aires,-34.6037,-58.3816,credit,MERCADOPAGO*DESEMBARC1942,beer place,Entertainment,Alcohol,10.99,10270.00,,
3/10/24,Sunday,Buenos Aires,-34.6037,-58.3816,credit,Gontran Cherrier,coffee,Snacks,Coffee,15.41,,,
3/10/24,Sunday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,carrefour,Entertainment,Alcohol,18.15,16955.00,,
3/11/24,Monday,Buenos Aires,-34.6037,-58.3816,cash,peppers,peppers,Groceries,,1.26,1500.00,,usd estimate
3/11/24,Monday,Buenos Aires,-34.6037,-58.3816,credit,Market Palermo (Soler4415,carrefour,Groceries,,17.44,16020.66,,
3/12/24,Tuesday,Buenos Aires,-34.6037,-58.3816,cash,coto groc,coto groc,Groceries,,10.96,13080.00,,usd estimate
3/12/24,Tuesday,Buenos Aires,-34.6037,-58.3816,credit,RAPPI ARG S.A.S.,alc,Entertainment,Alcohol,14.77,14413.98,,
3/13/24,Wednesday,Buenos Aires,-34.6037,-58.3816,cash,coffee,coffee,Snacks,Coffee,2.41,2420.00,,usd estimate
3/13/24,Wednesday,Buenos Aires,-34.6037,-58.3816,credit,RAPPI ARG S.A.S.,pizza place,Dining,,19.23,18272.50,,
3/13/24,Wednesday,Buenos Aires,-34.6037,-58.3816,credit,COTO SUCURSAL 56,coto,Groceries,,42.86,41827.01,,
3/14/24,Thursday,Mendoza,-32.8895,-68.8458,credit,PAYU*AR*UBER 9429,uber tip,Transportation,,0.26,250.00,,
3/14/24,Thursday,Mendoza,-32.8895,-68.8458,cash,water,water,Health,,1.52,1530.00,,usd estimate
3/14/24,Thursday,Mendoza,-32.8895,-68.8458,cash,towels and water,towels and water,Health,,3.51,3530.00,,usd estimate
3/14/24,Thursday,Mendoza,-32.8895,-68.8458,credit,KIOSCOS YES,alc,Entertainment,Alcohol,4.88,4600.00,,
3/14/24,Thursday,Mendoza,-32.8895,-68.8458,credit,PAYU*AR*UBER 9429,to airport in BA,Transportation,,6.38,6066.00,,
3/14/24,Thursday,Mendoza,-32.8895,-68.8458,credit,PAYU*AR*UBER 9429,to hostel from airport,Transportation,,8.12,7715.00,,
3/14/24,Thursday,Mendoza,-32.8895,-68.8458,cash,airplane drinks,airplane drinks,Entertainment,Alcohol,9.95,10000.00,,usd estimate
3/14/24,Thursday,Mendoza,-32.8895,-68.8458,credit,HARD ROCK,pre flight drinks,Entertainment,Alcohol,24.84,23600.00,,
3/14/24,Thursday,Buenos Aires,-34.6037,-58.3816,cash,utilities,utilities,Accommodation,Utilities,39.81,40000.00,,usd estimate
3/14/24,Thursday,Mendoza,-32.8895,-68.8458,credit,HOSTEL WINDMILL,stay in mendoza`,Accommodation,Hostel,68.92,65484.00,,
3/15/24,Friday,Mendoza,-32.8895,-68.8458,cash,entre olives tasting,entre olives tasting,Excursion,,5.97,6000.00,,usd estimate
3/15/24,Friday,Mendoza,-32.8895,-68.8458,credit,PAYU*AR*UBER 9429,to bike place,Transportation,,8.52,8028.00,,
3/15/24,Friday,Mendoza,-32.8895,-68.8458,credit,MERCADOPAGO*KIOSCOYES1942,alc,Entertainment,Alcohol,9.85,9400.00,,
3/15/24,Friday,Mendoza,-32.8895,-68.8458,credit,PAYU*AR*UBER 9429,to hostel from bike place,Transportation,,9.86,9295.00,,
3/15/24,Friday,Mendoza,-32.8895,-68.8458,cash,bikes,bikes,Excursion,,13.93,14000.00,,usd estimate
3/15/24,Friday,Mendoza,-32.8895,-68.8458,credit,VI&amp;EDOS Y BODEGAS TEMP,tempus alba tasting,Entertainment,Alcohol,15.12,14250.00,,
3/15/24,Friday,Mendoza,-32.8895,-68.8458,credit,MERCADOPAGO*AZUFRE 1942,dinner,Dining,,24.07,22980.00,,
3/15/24,Friday,Mendoza,-32.8895,-68.8458,credit,MERCADOPAGO*MEVISA 1942,lunch,Dining,,30.82,29040.00,,
3/16/24,Saturday,Mendoza,-32.8895,-68.8458,cash,water,water,Health,,1.79,1800.00,,usd estimate
3/16/24,Saturday,Mendoza,-32.8895,-68.8458,cash,liquados,liquados,Snacks,,3.38,3400.00,,usd estimate
3/16/24,Saturday,Mendoza,-32.8895,-68.8458,credit,FARMACIA MAGISTRAL 0348,farmacy,Health,,4.56,4350.09,,
3/16/24,Saturday,Mendoza,-32.8895,-68.8458,credit,PAYU*AR*UBER 9429,to dinner,Transportation,,4.67,4460.00,,
3/16/24,Saturday,Mendoza,-32.8895,-68.8458,credit,PAYU*AR*UBER 9429,from winery to hostel,Transportation,,8.86,8458.00,,
3/16/24,Saturday,Mendoza,-32.8895,-68.8458,credit,PAYU*AR*UBER 9429,from park to winery,Transportation,,9.36,8934.00,,
3/16/24,Saturday,Mendoza,-32.8895,-68.8458,credit,RIO DULCE SA,wine tasting,Entertainment,Alcohol,15.71,15000.00,,
3/16/24,Saturday,Mendoza,-32.8895,-68.8458,credit,MERCADOPAGO*FAROBISTR1942,lunch,Dining,,27.00,25779.20,,
3/16/24,Saturday,Mendoza,-32.8895,-68.8458,cash,radting activity for izzy,radting activity for izzy,Excursion,,28.36,28500.00,,usd estimate
3/16/24,Saturday,Mendoza,-32.8895,-68.8458,credit,TACO AZTECA 3319,mexican place,Dining,,30.11,,,estimate ars
3/17/24,Sunday,Mendoza,-32.8895,-68.8458,cash,water,water,Health,,1.00,1000.00,,usd estimate
3/17/24,Sunday,Mendoza,-32.8895,-68.8458,cash,powerade,powerade,Health,,1.99,2000.00,,usd estimate
3/17/24,Sunday,Mendoza,-32.8895,-68.8458,credit,CABRITA CAFE,coffee,Snacks,Coffee,3.98,3800.00,,
3/17/24,Sunday,Mendoza,-32.8895,-68.8458,credit,PAYU*AR*UBER 9429,from dinner to hostel,Transportation,,4.76,4542.00,,
3/17/24,Sunday,Mendoza,-32.8895,-68.8458,cash,pictures at excusrion,pictures at excusrion,Excursion,,4.98,5000.00,,usd estimate
3/17/24,Sunday,Mendoza,-32.8895,-68.8458,cash,tip at mexican place,tip at mexican place,Dining,,5.97,6000.00,,usd estimate
3/17/24,Sunday,Mendoza,-32.8895,-68.8458,cash,excursion upgrade,excursion upgrade,Excursion,,9.85,9900.00,,usd estimate
3/17/24,Sunday,Mendoza,-32.8895,-68.8458,credit,GO BAR PEATONAL 6752,alc,Entertainment,Alcohol,14.11,13470.00,,
3/17/24,Sunday,Mendoza,-32.8895,-68.8458,credit,FARMACIAS DEL CENTRO 6678,farmacy,Health,,34.23,32682.53,,
3/17/24,Sunday,Mendoza,-32.8895,-68.8458,credit,OPERADORES MENDOZA,wine tour,Excursion,,52.37,50000.00,,
3/17/24,Sunday,Mendoza,-32.8895,-68.8458,credit,MERCADOPAGO*RINCONCIT1942,peruvian dinner,Dining,,81.83,78120.00,,
3/18/24,Monday,Mendoza,-32.8895,-68.8458,credit,BODEGAS Y VI#EDOS LOPE,wine,Entertainment,Alcohol,2.55,2430.00,,
3/18/24,Monday,Mendoza,-32.8895,-68.8458,credit,MERCADOPAGO*ANTARESMZ1942,wine and cheese,Dining,,44.78,42680.00,,
3/18/24,Monday,Bariloche,-41.1343,-71.3085,credit,Busbud,bus to bariloche,Transportation,,84.89,,,estimate ars
3/19/24,Tuesday,Mendoza,-32.8895,-68.8458,cash,coke,coke,Snacks,,1.00,1000.00,,usd estimate
3/19/24,Tuesday,Mendoza,-32.8895,-68.8458,cash,coffee and limonada,coffee and limonada,Snacks,Coffee,4.18,4200.00,,usd estimate
3/19/24,Tuesday,Mendoza,-32.8895,-68.8458,cash,wine at winery,wine at winery,Entertainment,Alcohol,6.47,6500.00,,usd estimate
3/19/24,Tuesday,Mendoza,-32.8895,-68.8458,credit,Carrefour Azul 3431,groceries,Groceries,,14.58,13893.50,,
3/19/24,Tuesday,Mendoza,-32.8895,-68.8458,credit,FARMACIAS DEL CENTRO 6678,farmacy,Health,,15.58,14845.97,,
3/20/24,Wednesday,Bariloche,-41.1343,-71.3085,cash,tip at nice view place,tip at nice view place,Dining,,1.99,2000.00,,usd estimate
3/20/24,Wednesday,Bariloche,-41.1343,-71.3085,cash,bus tips,bus tips,Transportation,,1.99,2000.00,,usd estimate
3/20/24,Wednesday,Bariloche,-41.1343,-71.3085,cash,taxi from bus to hostel in Bariloche,taxi from bus to hostel in Bariloche,Transportation,,3.38,3400.00,,usd estimate
3/20/24,Wednesday,Mendoza,-32.8895,-68.8458,credit,BERKANA,nice view place,Dining,,28.00,26900.00,,
3/21/24,Thursday,Bariloche,-41.1343,-71.3085,cash,gatorades,gatorades,Health,,2.99,3000.00,,usd estimate
3/21/24,Thursday,Bariloche,-41.1343,-71.3085,credit,MAMUSCHKA,ice cream,Snacks,,5.14,5000.00,,
3/21/24,Thursday,Bariloche,-41.1343,-71.3085,cash,chips and water,chips and water,Snacks,,9.26,9300.00,,usd estimate
3/21/24,Thursday,Bariloche,-41.1343,-71.3085,credit,STRADI BAR 2203,irish drinks,Entertainment,Alcohol,10.58,10300.00,,
3/21/24,Thursday,Bariloche,-41.1343,-71.3085,cash,drinks with the irish,drinks with the irish,Entertainment,Alcohol,21.89,22000.00,,usd estimate
3/21/24,Thursday,Bariloche,-41.1343,-71.3085,cash,mexican dinner and drinks in bar,mexican dinner and drinks in bar,Dining,,27.87,28000.00,,usd estimate
3/21/24,Thursday,Bariloche,-41.1343,-71.3085,credit,I'ITALIANO 5096,italian lunch,Dining,,31.54,30700.00,,
3/22/24,Friday,Bariloche,-41.1343,-71.3085,cash,water and chocolate,water and chocolate,Snacks,,3.48,3500.00,,usd estimate
3/22/24,Friday,Bariloche,-41.1343,-71.3085,credit,WWW CLARO.COM 7834,phones,Misc,,3.50,,,estimate ars
3/22/24,Friday,Bariloche,-41.1343,-71.3085,cash,laundry,laundry,Health,,8.14,8180.00,,usd estimate
3/22/24,Friday,Bariloche,-41.1343,-71.3085,credit,MERCADOPAGO*ERARGENTI1942,escape room,Excursion,,16.55,16000.00,,
3/22/24,Friday,Bariloche,-41.1343,-71.3085,credit,MERCADOPAGO*BABAS 1942,idian food poisoning,Dining,,33.10,32000.00,,
3/23/24,Saturday,Bariloche,-41.1343,-71.3085,cash,churros,churros,Snacks,,1.09,1100.00,,usd estimate
3/23/24,Saturday,Bariloche,-41.1343,-71.3085,cash,tip at nene bar brunch bariloche,tip at nene bar brunch bariloche,Dining,,2.99,3000.00,,usd estimate
3/23/24,Saturday,Bariloche,-41.1343,-71.3085,credit,WEISS BEER&amp;BURGER,dinner,Dining,,14.58,14100.00,,
3/23/24,Saturday,Bariloche,-41.1343,-71.3085,credit,NENE 4289,brunch,Dining,,28.44,27500.00,,
3/24/24,Sunday,Bariloche,-41.1343,-71.3085,cash,donuts,donuts,Snacks,,1.49,1500.00,,usd estimate
3/24/24,Sunday,Bariloche,-41.1343,-71.3085,cash,powerade,powerade,Health,,3.98,4000.00,,usd estimate
3/24/24,Sunday,Bariloche,-41.1343,-71.3085,cash,hotdog,hotdog,Snacks,,4.78,4800.00,,usd estimate
3/24/24,Sunday,Bariloche,-41.1343,-71.3085,credit,MAMUSCHKA,ice cream,Snacks,,5.17,5000.00,,
3/24/24,Sunday,Bariloche,-41.1343,-71.3085,cash,cervecas,cervecas,Entertainment,Alcohol,5.97,6000.00,,usd estimate
3/24/24,Sunday,Bariloche,-41.1343,-71.3085,cash,souvenir,souvenir,Misc,,7.96,8000.00,,usd estimate
3/24/24,Sunday,Bariloche,-41.1343,-71.3085,credit,Cerveceria Patagonia,beer garden,Entertainment,Alcohol,9.93,9600.00,,
3/24/24,Sunday,Bariloche,-41.1343,-71.3085,credit,PAYU*AR*UBER 9429,from bus to hostel,Transportation,,10.86,10496.00,,
3/24/24,Sunday,Bariloche,-41.1343,-71.3085,cash,taxi back from chico,taxi back from chico,Transportation,,13.93,14000.00,,usd estimate
3/24/24,Sunday,Bolson,-41.9649,-71.5353,credit,WWW.HOSTELWORLD.COM,deposit hostel,Accommodation,Hostel,20.65,,,estimate ars
3/24/24,Sunday,Bariloche,-41.1343,-71.3085,credit,CIRCUITO CHICO ADVENT6440,bike tour,Excursion,,78.51,,,estimate ars
3/25/24,Monday,Bariloche,-41.1343,-71.3085,cash,agua,agua,Health,,1.51,1600.00,,usd estimate
3/25/24,Monday,Bariloche,-41.1343,-71.3085,cash,breakfast tip,breakfast tip,Dining,,1.89,2000.00,,usd estimate
3/25/24,Monday,Bariloche,-41.1343,-71.3085,cash,carmel latte,carmel latte,Snacks,Coffee,2.83,3000.00,,usd estimate
3/25/24,Monday,Bariloche,-41.1343,-71.3085,cash,gatorades,gatorades,Health,,2.83,3000.00,,usd estimate
3/25/24,Monday,Bariloche,-41.1343,-71.3085,cash,chips,chips,Snacks,,2.83,3000.00,,usd estimate
3/25/24,Monday,Bariloche,-41.1343,-71.3085,cash,sube reload,sube reload,Transportation,,2.83,3000.00,,usd estimate
3/25/24,Monday,Bariloche,-41.1343,-71.3085,cash,drinks at cerro campunero,drinks at cerro campunero,Entertainment,Alcohol,4.06,4300.00,,usd estimate
3/25/24,Monday,Bariloche,-41.1343,-71.3085,cash,chocolate bariloche,chocolate bariloche,Snacks,,4.53,4800.00,,usd estimate
3/25/24,Monday,Bariloche,-41.1343,-71.3085,cash,souvenir,souvenir,Misc,,8.02,8500.00,,usd estimate
3/25/24,Monday,Bariloche,-41.1343,-71.3085,credit,MAMUSCHKA,chocolate,Snacks,,9.31,9000.00,,
3/25/24,Monday,Bariloche,-41.1343,-71.3085,credit,uber,uber,Transportation,,10.19,9855.00,,
3/25/24,Monday,Bariloche,-41.1343,-71.3085,cash,mex drinks bari,mex drinks bari,Entertainment,Alcohol,14.63,15500.00,,usd estimate
3/25/24,Monday,Bariloche,-41.1343,-71.3085,credit,ORENDA RESTO CAFE 0096,breakfast,Dining,,21.62,20900.00,,
3/25/24,Monday,Bariloche,-41.1343,-71.3085,credit,LA CASITA 3413,group dinner,Dining,,47.11,,,cash gain of 104k
3/26/24,Tuesday,Bariloche,-41.1343,-71.3085,credit,PAYU*AR*UBER 9429,uber,Transportation,,2.63,2545.00,,
3/26/24,Tuesday,Bolson,-41.9649,-71.5353,cash,taxi rip off from station in el bolson,taxi rip off from station in el bolson,Transportation,,5.66,6000.00,,usd estimate
3/26/24,Tuesday,Bariloche,-41.1343,-71.3085,cash,hydration,hydration,Health,,5.85,6200.00,,usd estimate
3/26/24,Tuesday,Bariloche,-41.1343,-71.3085,cash,tip at grouo dinner,tip at grouo dinner,Dining,,9.44,10000.00,,usd estimate
3/26/24,Tuesday,Bolson,-41.9649,-71.5353,credit,Bus plus,bus to bolson,Transportation,,10.34,10000.00,,
3/26/24,Tuesday,Bariloche,-41.1343,-71.3085,credit,MC DONALD'S BAR,lunch,Dining,,16.76,,,
3/26/24,Tuesday,Bariloche,-41.1343,-71.3085,cash,last drinks in bariloche,last drinks in bariloche,Entertainment,Alcohol,16.99,18000.00,,usd estimate
3/26/24,Tuesday,Bariloche,-41.1343,-71.3085,cash,hostel in Bariloche,hostel in Bariloche,Accommodation,Hostel,179.38,190000.00,,usd estimate
3/27/24,Wednesday,Bolson,-41.9649,-71.5353,cash,bus from center to hostel bolson,bus from center to hostel bolson,Transportation,,1.13,1200.00,,usd estimate
3/27/24,Wednesday,Bolson,-41.9649,-71.5353,cash,wine under the table,wine under the table,Entertainment,Alcohol,1.89,2000.00,,usd estimate
3/27/24,Wednesday,Bolson,-41.9649,-71.5353,cash,cerro amigo,cerro amigo,Excursion,,2.83,3000.00,,usd estimate
3/27/24,Wednesday,Bolson,-41.9649,-71.5353,cash,taxi to center,taxi to center,Transportation,,3.02,3200.00,,usd estimate
3/27/24,Wednesday,Bolson,-41.9649,-71.5353,credit,MERCADOPAGO*HELADOSJA1942,ice cream,Snacks,,5.86,5550.00,,
3/27/24,Wednesday,Bolson,-41.9649,-71.5353,credit,PATIO CERVECERO EL BOL,lunch,Dining,,24.92,23600.00,,
3/27/24,Wednesday,Bolson,-41.9649,-71.5353,credit,LA AN NIMA SUC018,groceries,Groceries,,33.38,31250.65,,
3/28/24,Thursday,Bolson,-41.9649,-71.5353,cash,bus back from cajon,bus back from cajon,Transportation,,2.64,2800.00,,usd estimate
3/28/24,Thursday,Bolson,-41.9649,-71.5353,cash,otra cerveca,otra cerveca,Entertainment,Alcohol,2.83,3000.00,,usd estimate
3/28/24,Thursday,Bolson,-41.9649,-71.5353,cash,gatorade,gatorade,Health,,3.30,3500.00,,usd estimate
3/28/24,Thursday,Bolson,-41.9649,-71.5353,cash,taxi to cajon del azul,taxi to cajon del azul,Transportation,,13.69,14500.00,,usd estimate
3/28/24,Thursday,Bolson,-41.9649,-71.5353,cash,post hike beers,post hike beers,Entertainment,Alcohol,17.28,18300.00,,usd estimate
3/29/24,Friday,Bolson,-41.9649,-71.5353,cash,bus from lake to bolson,bus from lake to bolson,Transportation,,1.60,1700.00,,usd estimate
3/29/24,Friday,Bolson,-41.9649,-71.5353,cash,bus to lago puelo,bus to lago puelo,Transportation,,1.60,1700.00,,usd estimate
3/29/24,Friday,Bolson,-41.9649,-71.5353,cash,chipa snack,chipa snack,Snacks,,2.36,2500.00,,usd estimate
3/29/24,Friday,Bolson,-41.9649,-71.5353,cash,taxi back to casona de odile,taxi back to casona de odile,Transportation,,3.02,3200.00,,usd estimate
3/29/24,Friday,Bolson,-41.9649,-71.5353,cash,taxi hasta centro bolson,taxi hasta centro bolson,Transportation,,3.02,3200.00,,usd estimate
3/29/24,Friday,Bolson,-41.9649,-71.5353,cash,restraunt tip,restraunt tip,Dining,,3.78,4000.00,,usd estimate
3/29/24,Friday,Bolson,-41.9649,-71.5353,credit,MERCADOPAGO*HELADOSJA1942,ice cream,Snacks,,6.55,6150.00,,
3/29/24,Friday,Bolson,-41.9649,-71.5353,cash,dos salsas picantes,dos salsas picantes,Groceries,,8.97,9500.00,,usd estimate
